"ISIid","leadau","type","journal","year","volume","issue","bp","ep","refs","cites","authn","title"
"WOS:000302603500004","Bolton-Warberg, M","Article","AQUACULTURE RESEARCH",2012,"43","5","670","678",27,4,2,"Benchmarking growth of farmed Atlantic cod, Gadus morhua: a case study in Ireland "
"WOS:000303287400013","Nilsson, J","Article","APPLIED ANIMAL BEHAVIOUR SCIENCE",2012,"138","1-2","118","124",21,2,5,"From fright to anticipation: Reward conditioning versus habituation to a moving dip net in farmed Atlantic cod (Gadus morhua) "
"WOS:000303298700033","Milinkovitch, T","Article","MARINE POLLUTION BULLETIN",2012,"64","4","865","871",39,10,5,"Effect of dispersed crude oil exposure upon the aerobic metabolic scope in juvenile golden grey mullet (Liza aurata) "
"WOS:000302722800043","Dudgeon, CL","Article","JOURNAL OF FISH BIOLOGY",2012,"80","5","1789","1843",323,40,10,"A review of the application of molecular genetics for fisheries management and conservation of sharks and rays "
"WOS:000302846800010","Both, A","Article","JOURNAL OF SHELLFISH RESEARCH",2012,"31","1","79","85",18,6,3,"GROWTH AND BIOCHEMICAL COMPOSITION OF MYTILUS EDULIS WHEN REARED ON EFFLUENT FROM A COD, GADUS MORHUA, AQUACULTURE FACILITY "
"WOS:000302977900007","Keen, AN","Article","JOURNAL OF THERMAL BIOLOGY",2012,"37","3","201","210",51,9,2,"Blood oxygenation and cardiorespiratory function in steelhead trout (Oncorhynchus mykiss) challenged with an acute temperature increase and zatebradine-induced bradycardia "
"WOS:000302396700003","Kuparinen, A","Article","EVOLUTIONARY APPLICATIONS",2012,"5","3","245","255",73,10,3,"Evolutionary and ecological feedbacks of the survival cost of reproduction "
"WOS:000301051400007","Cardinale, M","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2012,"28","2","200","208",43,9,6,"Spatial and temporal depletion of haddock and pollack during the last century in the Kattegat-Skagerrak "
"WOS:000302289200009","Luo, YP","Article","JOURNAL OF FISH BIOLOGY",2012,"80","4","842","851",50,4,2,"Effects of body mass and temperature on routine metabolic rate of juvenile largemouth bronze gudgeon Coreius guichenoti "
"WOS:000301610100002","Beyer, J","Article","MARINE ENVIRONMENTAL RESEARCH",2012,"75","","2","9",46,5,8,"Environmental risk assessment of alkylphenols from offshore produced water on fish reproduction "
"WOS:000301610100006","Tairova, ZM","Article","MARINE ENVIRONMENTAL RESEARCH",2012,"75","","45","53",60,9,4,"PAH biomarkers in common eelpout (Zoarces viviparus) from Danish waters "
"WOS:000301698400007","Wang, QQ","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2012,"161","4","401","405",48,8,5,"Effect of meal size on the specific dynamic action of the juvenile snakehead (Channa argus) "
"WOS:000301387200006","Geffen, AJ","Article","FISHERIES RESEARCH",2012,"117","","48","62",93,7,2,"Egg development rates for use in egg production methods (EPMs) and beyond "
"WOS:000301387200008","Kraus, G","Article","FISHERIES RESEARCH",2012,"117","","75","85",38,7,6,"Robustness of egg production methods as a fishery independent alternative to assess the Eastern Baltic cod stock (Gadus morhua callarias L.) "
"WOS:000301451600012","Friedland, KD","Article","POLAR BIOLOGY",2012,"35","4","593","609",72,11,2,"Changes in Northwest Atlantic Arctic and Subarctic conditions and the growth response of Atlantic salmon "
"WOS:000300199000018","Sone, I","Article","JOURNAL OF FOOD ENGINEERING",2012,"109","3","482","489",65,30,5,"Classification of fresh Atlantic salmon (Salmo salar L.) fillets stored under different atmospheres by hyperspectral imaging "
"WOS:000299987400029","Asli, M","Article","LWT-FOOD SCIENCE AND TECHNOLOGY",2012,"46","1","196","202",42,2,2,"Brines added sodium bicarbonate improve liquid retention and sensory attributes of lightly salted Atlantic cod "
"WOS:000306726800006","Sequeira, V","Article","VIE ET MILIEU-LIFE AND ENVIRONMENT",2012,"62","1","37","42",30,1,5,"IS THE FECUNDITY TYPE OF THE ZYGOPAROUS FISH SPECIES HELICOLENUS DACTYLOPTERUS DETERMINATE OR INDETERMINATE? "
"WOS:000306092100006","Shaviklo, AR","Article","TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"12","1","39","48",37,0,3,"Quality Changes of Fresh and Frozen Protein Solutions Extracted from Atlantic Cod (Gadus morhua) Trim as Affected by Salt, Cryoprotectants and Storage Time "
"WOS:000304675700010","Meakin, CA","Article","NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH",2012,"46","1","111","123",59,1,2,"Growth, behaviour and colour changes of juvenile King George whiting (Sillaginodes punctata) mediated by light intensities "
"WOS:000303895100015","Milazzo, MJ","Article","REVIEWS IN FISH BIOLOGY AND FISHERIES",2012,"22","1","273","296",96,6,1,"Progress and problems in US marine fisheries rebuilding plans "
"WOS:000303284600011","Amlund, H","Article","FOOD AND CHEMICAL TOXICOLOGY",2012,"50","3-4","518","525",38,0,3,"Dietary methylmercury and vegetable oil affects brain lipid composition in Atlantic salmon (Salmo salar L.) "
"WOS:000303593400019","Trushenski, JT","Article","TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY",2012,"141","2","455","467",55,17,4,"Chemical and Electrical Approaches to Sedation of Hybrid Striped Bass: Induction, Recovery, and Physiological Responses to Sedation "
"WOS:000301888000011","Lin, HY","Article","DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS",2012,"61","","123","130",64,5,4,"Ontogenetic vertical migration of grenadiers revealed by otolith microstructures and stable isotopic composition "
"WOS:000301303000001","Roy, D","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","3","415","429",57,6,3,"Biocomplexity in a demersal exploited fish, white hake (Urophycis tenuis): depth-related structure and inadequacy of current management approaches "
"WOS:000301303000009","Wetten, OF","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","3","525","531",34,3,3,"High-resolution melting analysis of common and recombinant genotypes of the Atlantic cod (Gadus morhua) hemoglobin beta 1 gene in transatlantic populations "
"WOS:000301734400001","Healy, TM","Article","PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY",2012,"85","2","107","119",73,24,2,"Thermal Acclimation Is Not Necessary to Maintain a Wide Thermal Breadth of Aerobic Scope in the Common Killifish (Fundulus heteroclitus) "
"WOS:000301636000007","Hoy, E","Article","AQUACULTURAL ENGINEERING",2012,"47","","60","63",11,2,4,"Loads applied to aquaculture nets by the biting behaviour of Atlantic cod (Gadus morhua) "
"WOS:000301332200007","Wong, MKS","Article","BIOCHIMIE",2012,"94","3","637","648",43,3,3,"The presence of teleost-type angiotensin components in lamprey buccal gland suggests a role in endocrine mimicry "
"WOS:000301452600007","Renaud, PE","Article","POLAR BIOLOGY",2012,"35","3","401","412",66,23,7,"Is the poleward expansion by Atlantic cod and haddock threatening native polar cod, Boreogadus saida? "
"WOS:000301170800001","Chi, H","Article","DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY",2012,"36","3","491","501",41,2,6,"Molecular characterizations and functional assessments of GATA-3 and its splice variant in Atlantic cod (Gadus morhua L.) "
"WOS:000301203900001","OBoyle, R","Article","FISHERIES RESEARCH",2012,"115","","1","13",57,13,2,"Seal-cod interactions on the Eastern Scotian Shelf: Reconsideration of modelling assumptions "
"WOS:000300723400001","Flight, PA","Article","JOURNAL OF HEREDITY",2012,"103","2","153","165",94,9,4,"Genetic Structure and the North American Postglacial Expansion of the Barnacle, Semibalanus balanoides "
"WOS:000300808500013","Morais, S","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR",2012,"161","3","283","293",82,20,4,"Transcriptomic analyses of intestinal gene expression of juvenile Atlantic cod (Gadus morhua) fed diets with Camelina oil as replacement for fish oil "
"WOS:000300817300003","Ruangsri, J","Article","FISH & SHELLFISH IMMUNOLOGY",2012,"32","3","396","406",44,24,5,"Differential expression and biological activity of two piscidin paralogues and a novel splice variant in Atlantic cod (Gadus morhua L.) "
"WOS:000300933900008","Andersen, NG","Article","JOURNAL OF FISH BIOLOGY",2012,"80","3","595","612",48,3,1,"Influences of potential predictor variables on gastric evacuation in Atlantic cod Gadus morhua feeding on fish prey: parameterization of a generic model "
"WOS:000300584200008","Person, M","Article","HYDROGEOLOGY JOURNAL",2012,"20","2","325","336",51,4,8,"Use of a vertical delta O-18 profile to constrain hydraulic properties and recharge rates across a glacio-lacustrine unit, Nantucket Island, Massachusetts, USA "
"WOS:000300491200003","Hurst, TP","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","2","163","174",63,7,3,"Distributional patterns of 0-group Pacific cod (Gadus macrocephalus) in the eastern Bering Sea under variable recruitment and thermal conditions "
"WOS:000300491200012","Canas, L","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","2","250","256",50,4,5,"Use of the otolith shape analysis in stock identification of anglerfish (Lophius piscatorius) in the Northeast Atlantic "
"WOS:000300491200014","MacCall, AD","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","2","267","270",26,3,1,"Data-limited management reference points to avoid collapse of stocks dependent on learned migration behaviour "
"WOS:000300491200018","Rosen, S","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","2","303","312",54,6,4,"The reactions of shoaling adult cod to a pelagic trawl: implications for commercial trawling "
"WOS:000300275300020","Gonzalez, EG","Article","MOLECULAR PHYLOGENETICS AND EVOLUTION",2012,"62","3","1013","1018",34,1,6,"Evolutionary history of the genus Trisopterus "
"WOS:000299879400003","Sobecka, E","Article","JOURNAL OF HELMINTHOLOGY",2012,"86","1","16","25",25,3,6,"Genetic and morphological variation in Echinorhynchus gadi Zoega in Muller, 1776 (Acanthocephala: Echinorhynchidae) from Atlantic cod Gadus morhua L. "
"WOS:000299322200018","Parks, SE","Article","BIOLOGY LETTERS",2012,"8","1","57","60",14,3,5,"Dangerous dining: surface foraging of North Atlantic right whales increases risk of vessel collisions "
"WOS:000300754500013","Treasurer, JW","Article","AQUACULTURE",2012,"330","","92","99",38,3,1,"Changes in pH during transport of juvenile cod Gadus morhua L. and stabilisation using buffering agents "
"WOS:000300754500018","Attramadal, KJK","Article","AQUACULTURE",2012,"330","","121","129",51,7,6,"The effects of moderate ozonation or high intensity UV-irradiation on the microbial environment in RAS for marine larvae "
"WOS:000300754500019","Abbink, W","Article","AQUACULTURE",2012,"330","","130","135",46,13,6,"The effect of temperature and pH on the growth and physiological response of juvenile yellowtail kingfish Seriola lalandi in recirculating aquaculture systems "
"WOS:000300436400005","Isachsen, CH","Article","DISEASES OF AQUATIC ORGANISMS",2012,"98","1","57","62",41,3,4,"Antimicrobial susceptibility of Francisella noatunensis subsp noatunensis strains isolated from Atlantic cod Gadus morhua in Norway "
"WOS:000300436400006","Wangen, IH","Article","DISEASES OF AQUATIC ORGANISMS",2012,"98","1","63","72",39,2,6,"Fate of Francisella noatunensis, a pathogen of Atlantic cod Gadus morhua, in blue mussels Mytilus edulis "
"WOS:000301031500011","Behrens, JW","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2012,"413","","71","77",48,7,5,"Correlations between hemoglobin type and temperature preference of juvenile Atlantic cod Gadus morhua "
"WOS:000301031500020","Cook, DG","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2012,"413","","138","144",49,9,2,"The physiological and behavioural response of juvenile kingfish (Seriola lalandi) differs between escapable and inescapable progressive hypoxia "
"WOS:000301031500027","Theodorou, P","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2012,"413","","192","197",54,1,3,"Reaching the limit: Constrained behavioural flexibility of juvenile Atlantic cod (Gadus morhua) at current coastal temperatures "
"WOS:000304115700010","Lines, JA","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2012,"38","1","153","162",35,6,2,"Safeguarding the welfare of farmed fish at harvest "
"WOS:000301398900013","Bryan, DR","Article","JOURNAL OF PARASITOLOGY",2012,"98","1","85","92",49,0,3,"RECENT INCREASE IN NYBELINIA SURMENICOLA PREVALENCE AND INTENSITY IN PACIFIC HAKE (MERLUCCIUS PRODUCTUS) OFF THE UNITED STATES WEST COAST "
"WOS:000301470300002","Karlsen, OA","Article","AQUATIC TOXICOLOGY",2012,"108","","2","10",35,4,3,"Mass spectrometric analyses of microsomal cytochrome P450 isozymes isolated from beta-naphthoflavone-treated Atlantic cod (Gadus morhua) liver reveal insights into the cod CYPome "
"WOS:000299833300006","Nguyen, HQ","Article","AQUACULTURE RESEARCH",2012,"43","3","371","385",63,3,5,"Evaluation of egg quality in broodstock cobia Rachycentron canadum L. "
"WOS:000300751800016","Audunsdottir, SS","Article","FISH & SHELLFISH IMMUNOLOGY",2012,"32","2","360","367",60,9,5,"The acute phase response of cod (Gadus morhua L.): Expression of immune response genes "
"WOS:000300917200004","Link, JS","Article","FISHERIES RESEARCH",2012,"114","","31","41",62,4,3,"Examining cannibalism in relation to recruitment of silver hake Merluccius bilinearis in the U.S. northwest Atlantic "
"WOS:000300917200006","Garcia-Vazquez, E","Article","FISHERIES RESEARCH",2012,"114","","52","55",25,5,4,"Species misidentification in mixed hake fisheries may lead to overexploitation and population bottlenecks "
"WOS:000300918000003","Khan, JR","Article","JOURNAL OF THERMAL BIOLOGY",2012,"37","2","118","124",44,7,2,"The behavioural thermal preference of the common triplefin (Forsterygion lapillum) tracks aerobic scope optima at the upper thermal limit of its distribution "
"WOS:000300416400009","Pampoulie, C","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","2","307","320",60,4,6,"The composition of adult overwintering and juvenile aggregations of Atlantic cod (Gadus morhua) around Iceland using neutral and functional markers: a statistical challenge "
"WOS:000300416400015","Rindorf, A","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2012,"69","2","382","397",53,4,2,"Estimating the relationship between abundance and distribution "
"WOS:000300069700011","Lie, KK","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2012,"161","2","174","184",88,9,2,"Retinoic acid induces two osteocalcin isoforms and inhibits markers of osteoclast activity in Atlantic cod (Gadus morhua) ex vivo cultured craniofacial tissues "
"WOS:000299073500003","Kec, VC","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2012,"28","1","15","21",58,3,2,"The reproductive traits of Scomber japonicus (Houttuyn, 1782) in the Eastern Adriatic Sea "
"WOS:000299073500011","Kijewska, A","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2012,"28","1","60","65",40,1,5,"Skin structure studies and molecular identification of the Atlantic cod Gadus morhua L. of unique golden pigmentation from the Svalbard Bank "
"WOS:000299374400007","Casselman, MT","Article","JOURNAL OF FISH BIOLOGY",2012,"80","2","358","377",63,18,3,"Using maximum heart rate as a rapid screening tool to determine optimum temperature for aerobic scope in Pacific salmon Oncorhynchus spp. "
"WOS:000299374400012","Burt, JM","Article","JOURNAL OF FISH BIOLOGY",2012,"80","2","444","462",79,9,3,"Parental identity influences progeny responses to incubation thermal stress in sockeye salmon Onchorhynchus nerka "
